CookerStat, GenerateAssetRegistry=0.024259, Initialize=0.134356, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdFA58E4E34EFCD204680AE38C80A66D2F_0, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A6E0C4CE43857C8F64464F95662AFAE3_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.21-21.03.08, Duration=85.838188, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionId22C0A08B41818E484402D1B96DEA2793_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_A6E0C4CE43857C8F64464F95662AF__AC8E7D228A681A1AA387CFCC87A390949B5FF2D5, StartTime=2016.08.21-21.03.08, HierarchicalDDC=, DataSize=360310, Duration=6.245043, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdFA58E4E34EFCD204680AE38C80A66D2F_1, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8AD4E8C24C42C937182C0586F50971DB_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.21-21.03.09, Duration=25.036140, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionId444E4B004C2EA626CC8115A8A5DC1489_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8AD4E8C24C42C937182C0586F5097__DF42677F599A8FAB5980DB756AD13E89CA95C784, StartTime=2016.08.21-21.03.09, HierarchicalDDC=, DataSize=360310, Duration=5.504530, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdFA58E4E34EFCD204680AE38C80A66D2F_2, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5173BFB140820FF41481488E915FFA13_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.21-21.03.09, Duration=22.832647, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdBE41CD0C4667E496E03CB9A5F0318AAF_0, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_5173BFB140820FF41481488E915FF__0ABD502632CFE741CF0CC154AE02EF8A8597ADA7, StartTime=2016.08.21-21.03.09, HierarchicalDDC=, DataSize=360310, Duration=6.995812, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_0, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Assets/Textures/sluagh_idle_0.uasset, AutoPackageBackupDelegate=0.146482, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.029236, BlockTillAllRequestsFinished=0.004042, ResetLoadersForSaveUnMarkAllObjects=0.111964, TagPackageExports=0.090815, BeginCacheForCookedPlatformData=0.003420, SerializeImports=1.247454, GatherLocalizableTextData=0.093613, MarkNames=0.007775, SerializeSummary=0.015862, SerializeNames=0.046030, SerializeGatherableTextData=0.004042, BuildExportMap=0.014927, SortExportsNonSeekfree=0.007465, SortExportsSeekfreeConstructor=0.072155, SortExportsSeekfreeInner=0.164211, SortExportsSeekfree=0.003420, BuildDependencyMap=0.009023, SerializeImportMap=0.009332, SerializeExportMap=0.005286, SerializeDependencyMap=0.001553, SerializeStringAssetReferenceMap=0.001557, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.693016, SerializeExports=0.128135, SerializeBulkData=0.053182, MoveFile=2.488684, UnaccountedTime=1.527984, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdFA58E4E34EFCD204680AE38C80A66D2F_3, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FB52C358458B8A0109B1BB80BA754548_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.21-21.22.19, Duration=25.470617, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionId444E4B004C2EA626CC8115A8A5DC1489_1, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_FB52C358458B8A0109B1BB80BA754__244238CAD1461DCFA280923971D7A2426B18A6DB, StartTime=2016.08.21-21.22.19, HierarchicalDDC=, DataSize=360310, Duration=5.716637, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdFA58E4E34EFCD204680AE38C80A66D2F_4, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8545919A46B98F3B1F7FC799FF4E3568_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.21-21.22.19, Duration=25.487099, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdBE41CD0C4667E496E03CB9A5F0318AAF_1, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8545919A46B98F3B1F7FC799FF4E3__4504B41926DF1C23BC1757CBBAEC2C5AB31B5D23, StartTime=2016.08.21-21.22.19, HierarchicalDDC=, DataSize=360310, Duration=5.584147, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdFA58E4E34EFCD204680AE38C80A66D2F_5, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E226BC5C43849E590AE94F91780E5733_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.21-21.22.19, Duration=27.140417, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionId22C0A08B41818E484402D1B96DEA2793_1, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E226BC5C43849E590AE94F91780E5__00502A159FBC5ADF2AC0577C5D3729A38D5BEDDC, StartTime=2016.08.21-21.22.19, HierarchicalDDC=, DataSize=360310, Duration=4.962444, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdFA58E4E34EFCD204680AE38C80A66D2F_6, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBFF9BE847D2CC87EB9FA28EE993544D_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.21-21.22.19, Duration=24.415367, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionId444E4B004C2EA626CC8115A8A5DC1489_2, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBFF9BE847D2CC87EB9FA28EE9935__E2AA4363DE8C13FFC94D4CFA2987946266D58C17, StartTime=2016.08.21-21.22.19, HierarchicalDDC=, DataSize=360310, Duration=4.515216, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdFA58E4E34EFCD204680AE38C80A66D2F_7, BuildTexture=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8B9E5FF048292546EAC100B63CDC58DC_07_0000803F0000803F0000803F000000000000803F00000000000000000000803F0000000000000000020000000D000300000000000101000000040000803FFFFFFFFF00000000FF00FF00FFFF8180803B, StartTime=2016.08.21-21.22.19, Duration=22.735615, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
DDCTransactionIdBE41CD0C4667E496E03CB9A5F0318AAF_2, PutCachedData=, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8B9E5FF048292546EAC100B63CDC5__B4A31DB43D7AB107F7AC73D807322BBC366AEA22, StartTime=2016.08.21-21.22.19, HierarchicalDDC=, DataSize=360310, Duration=5.366132, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_11, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_2_Auto2.uasset, AutoPackageBackupDelegate=0.121918, FlushAsyncLoading=0.003733, FlushStreamingFunc=0.043850, BlockTillAllRequestsFinished=0.005286, ResetLoadersForSaveUnMarkAllObjects=0.121918, TagPackageExports=0.025194, BeginCacheForCookedPlatformData=0.001244, SerializeImports=0.777516, GatherLocalizableTextData=0.061583, MarkNames=0.004351, SerializeSummary=0.011198, SerializeNames=0.023637, SerializeGatherableTextData=0.001244, BuildExportMap=0.010572, SortExportsNonSeekfree=0.004977, SortExportsSeekfreeConstructor=0.059713, SortExportsSeekfreeInner=0.133112, SortExportsSeekfree=0.002798, BuildDependencyMap=0.005290, SerializeImportMap=0.010572, SerializeExportMap=0.005908, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.620555, SerializeExports=0.111960, SerializeBulkData=0.469003, MoveFile=5.049836, UnaccountedTime=0.164524, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
SavePackageTransactionId4F86F77E4402FE8846AB36978305BE22_12, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Saved/Autosaves/Game/Assets/Textures/sluagh_idle_1_Auto2.uasset, AutoPackageBackupDelegate=0.114452, FlushAsyncLoading=0.003733, FlushStreamingFunc=0.037942, BlockTillAllRequestsFinished=0.004042, ResetLoadersForSaveUnMarkAllObjects=0.111964, TagPackageExports=0.024568, BeginCacheForCookedPlatformData=0.001244, SerializeImports=0.753261, GatherLocalizableTextData=0.059716, MarkNames=0.003729, SerializeSummary=0.010576, SerializeNames=0.023015, SerializeGatherableTextData=0.001244, BuildExportMap=0.011194, SortExportsNonSeekfree=0.005290, SortExportsSeekfreeConstructor=0.009019, SortExportsSeekfreeInner=0.142440, SortExportsSeekfree=0.002798, BuildDependencyMap=0.005599, SerializeImportMap=0.009641, SerializeExportMap=0.005912, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001553, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.596296, SerializeExports=0.112582, SerializeBulkData=0.487972, MoveFile=4.097838, UnaccountedTime=0.195626, RunGuid=RunID805236AE4BE1036D2EFE69B57410A36D
