CookerStat, GenerateAssetRegistry=0.024259, Initialize=0.134356, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_0, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattleGameMode_BP.uasset, AutoPackageBackupDelegate=71.925850, FlushAsyncLoading=0.010263, FlushStreamingFunc=0.075266, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=0.135597, TagPackageExports=3.061872, BeginCacheForCookedPlatformData=0.003420, SerializeImports=4.113391, GatherLocalizableTextData=2.729092, MarkNames=0.051629, SerializeSummary=0.017729, SerializeNames=0.251915, SerializeGatherableTextData=0.017416, BuildExportMap=0.133734, SortExportsNonSeekfree=0.343662, SortExportsSeekfreeConstructor=0.068113, SortExportsSeekfreeInner=8.080606, SortExportsSeekfree=0.005908, BuildDependencyMap=0.063136, SerializeImportMap=0.016794, SerializeExportMap=0.023015, SerializeDependencyMap=0.005290, SerializeStringAssetReferenceMap=0.002176, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.496991, SerializeExports=4.476957, SerializeBulkData=0.013996, MoveFile=3.842812, UnaccountedTime=1.571525, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_11, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=14.423613, FlushAsyncLoading=0.010572, FlushStreamingFunc=0.063445, BlockTillAllRequestsFinished=0.006843, ResetLoadersForSaveUnMarkAllObjects=0.118181, TagPackageExports=11.632938, BeginCacheForCookedPlatformData=0.005599, SerializeImports=13.163715, GatherLocalizableTextData=7.786393, MarkNames=0.078063, SerializeSummary=0.014618, SerializeNames=0.311006, SerializeGatherableTextData=0.093613, BuildExportMap=0.241965, SortExportsNonSeekfree=1.809753, SortExportsSeekfreeConstructor=0.076197, SortExportsSeekfreeInner=16.300236, SortExportsSeekfree=0.008706, BuildDependencyMap=0.097346, SerializeImportMap=0.022702, SerializeExportMap=0.058159, SerializeDependencyMap=0.010576, SerializeStringAssetReferenceMap=0.002176, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.440588, SerializeExports=15.734818, SerializeBulkData=0.009023, MoveFile=22.527851, UnaccountedTime=1.465470, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_12, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=9.036023, FlushAsyncLoading=0.023946, FlushStreamingFunc=0.091746, BlockTillAllRequestsFinished=0.007156, ResetLoadersForSaveUnMarkAllObjects=0.117559, TagPackageExports=11.362981, BeginCacheForCookedPlatformData=0.005286, SerializeImports=12.930464, GatherLocalizableTextData=7.950913, MarkNames=0.069980, SerializeSummary=0.014618, SerializeNames=0.315983, SerializeGatherableTextData=0.090193, BuildExportMap=0.236988, SortExportsNonSeekfree=1.676019, SortExportsSeekfreeConstructor=0.059091, SortExportsSeekfreeInner=16.031523, SortExportsSeekfree=0.007465, BuildDependencyMap=0.094857, SerializeImportMap=0.022393, SerializeExportMap=0.058781, SerializeDependencyMap=0.010576, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.431879, SerializeExports=16.382336, SerializeBulkData=0.009332, MoveFile=5.514167, UnaccountedTime=1.536068, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_13, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=12.919575, FlushAsyncLoading=0.005286, FlushStreamingFunc=0.102945, BlockTillAllRequestsFinished=0.004977, ResetLoadersForSaveUnMarkAllObjects=0.125334, TagPackageExports=11.041090, BeginCacheForCookedPlatformData=0.005595, SerializeImports=12.474525, GatherLocalizableTextData=7.791992, MarkNames=0.067797, SerializeSummary=0.014618, SerializeNames=0.335269, SerializeGatherableTextData=0.090502, BuildExportMap=0.238232, SortExportsNonSeekfree=1.480397, SortExportsSeekfreeConstructor=0.059713, SortExportsSeekfreeInner=16.007885, SortExportsSeekfree=0.007775, BuildDependencyMap=0.094548, SerializeImportMap=0.038877, SerializeExportMap=0.057846, SerializeDependencyMap=0.030167, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.563128, SerializeExports=15.032250, SerializeBulkData=0.007465, MoveFile=12.073945, UnaccountedTime=1.636837, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_14, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=9.071786, FlushAsyncLoading=0.005286, FlushStreamingFunc=0.058472, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.128757, TagPackageExports=11.148076, BeginCacheForCookedPlatformData=0.004977, SerializeImports=12.404546, GatherLocalizableTextData=7.759336, MarkNames=0.074331, SerializeSummary=0.017107, SerializeNames=0.322204, SerializeGatherableTextData=0.109475, BuildExportMap=0.253160, SortExportsNonSeekfree=1.398914, SortExportsSeekfreeConstructor=0.062823, SortExportsSeekfreeInner=15.263643, SortExportsSeekfree=0.006530, BuildDependencyMap=0.087705, SerializeImportMap=0.024881, SerializeExportMap=0.056911, SerializeDependencyMap=0.054117, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.359727, SerializeExports=15.340463, SerializeBulkData=0.010885, MoveFile=3.051922, UnaccountedTime=0.203710, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_15, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=13.427138, FlushAsyncLoading=0.005912, FlushStreamingFunc=0.126269, BlockTillAllRequestsFinished=0.005908, ResetLoadersForSaveUnMarkAllObjects=0.113208, TagPackageExports=10.777354, BeginCacheForCookedPlatformData=0.005595, SerializeImports=12.468305, GatherLocalizableTextData=7.806297, MarkNames=0.079930, SerializeSummary=0.015549, SerializeNames=0.319716, SerializeGatherableTextData=0.091437, BuildExportMap=0.240099, SortExportsNonSeekfree=1.383673, SortExportsSeekfreeConstructor=0.062823, SortExportsSeekfreeInner=16.193245, SortExportsSeekfree=0.007465, BuildDependencyMap=0.095479, SerializeImportMap=0.023328, SerializeExportMap=0.056293, SerializeDependencyMap=0.014927, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.425348, SerializeExports=15.210770, SerializeBulkData=0.009641, MoveFile=5.637329, UnaccountedTime=1.565613, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_16, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/Widgets/BattleAttackWidget_BP.uasset, AutoPackageBackupDelegate=25.920328, FlushAsyncLoading=0.010263, FlushStreamingFunc=0.055049, BlockTillAllRequestsFinished=0.006840, ResetLoadersForSaveUnMarkAllObjects=0.130314, TagPackageExports=12.237225, BeginCacheForCookedPlatformData=0.005908, SerializeImports=14.294855, GatherLocalizableTextData=16.232744, MarkNames=0.098899, SerializeSummary=0.015549, SerializeNames=0.323761, SerializeGatherableTextData=0.119425, BuildExportMap=0.232633, SortExportsNonSeekfree=2.383567, SortExportsSeekfreeConstructor=0.011194, SortExportsSeekfreeInner=15.773073, SortExportsSeekfree=0.014931, BuildDependencyMap=0.155501, SerializeImportMap=0.023637, SerializeExportMap=0.090193, SerializeDependencyMap=0.018973, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.951885, SerializeExports=19.356504, SerializeBulkData=0.007153, MoveFile=3.255632, UnaccountedTime=1.797937, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_17, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/Widgets/BattleAttackWidget_BP.uasset, AutoPackageBackupDelegate=9.364445, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.060022, BlockTillAllRequestsFinished=0.004668, ResetLoadersForSaveUnMarkAllObjects=0.109475, TagPackageExports=13.892099, BeginCacheForCookedPlatformData=0.006530, SerializeImports=15.468288, GatherLocalizableTextData=17.380051, MarkNames=0.105742, SerializeSummary=0.016171, SerializeNames=0.399958, SerializeGatherableTextData=0.136532, BuildExportMap=0.256270, SortExportsNonSeekfree=2.555240, SortExportsSeekfreeConstructor=0.077751, SortExportsSeekfreeInner=17.494190, SortExportsSeekfree=0.008401, BuildDependencyMap=0.158612, SerializeImportMap=0.026125, SerializeExportMap=0.092991, SerializeDependencyMap=0.034213, SerializeStringAssetReferenceMap=0.003107, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.131961, SerializeExports=21.395784, SerializeBulkData=0.009019, MoveFile=3.931761, UnaccountedTime=1.646787, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_18, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Levels/OverworldLevel.umap, AutoPackageBackupDelegate=10.913268, FlushAsyncLoading=0.010263, FlushStreamingFunc=0.035763, BlockTillAllRequestsFinished=0.004046, ResetLoadersForSaveUnMarkAllObjects=86.210442, TagPackageExports=6.961912, BeginCacheForCookedPlatformData=0.004664, SerializeImports=8.418672, GatherLocalizableTextData=10.522950, MarkNames=0.065003, SerializeSummary=0.015859, SerializeNames=0.398714, SerializeGatherableTextData=0.060026, BuildExportMap=0.252847, SortExportsNonSeekfree=1.048099, SortExportsSeekfreeConstructor=0.060022, SortExportsSeekfreeInner=18.852987, SortExportsSeekfree=0.006530, BuildDependencyMap=0.125960, SerializeImportMap=0.036389, SerializeExportMap=0.050694, SerializeDependencyMap=0.010572, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.451474, SerializeExports=10.694627, SerializeBulkData=2.832349, MoveFile=3.180679, UnaccountedTime=0.212107, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_19, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/Widgets/BattleAttackWidget_BP.uasset, AutoPackageBackupDelegate=88.137756, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.090502, BlockTillAllRequestsFinished=0.006843, ResetLoadersForSaveUnMarkAllObjects=0.123158, TagPackageExports=13.423409, BeginCacheForCookedPlatformData=0.005595, SerializeImports=14.984358, GatherLocalizableTextData=19.421198, MarkNames=0.109162, SerializeSummary=0.020217, SerializeNames=0.331223, SerializeGatherableTextData=0.153638, BuildExportMap=0.244450, SortExportsNonSeekfree=2.573904, SortExportsSeekfreeConstructor=0.067797, SortExportsSeekfreeInner=16.307388, SortExportsSeekfree=0.008084, BuildDependencyMap=0.226103, SerializeImportMap=0.031721, SerializeExportMap=0.099834, SerializeDependencyMap=0.019595, SerializeStringAssetReferenceMap=0.002485, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.085310, SerializeExports=21.368414, SerializeBulkData=0.010576, MoveFile=4.440259, UnaccountedTime=0.262491, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
SavePackageTransactionId3A562D0E460182548DB330A7AE562780_20, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/BattlePlayerController_BP.uasset, AutoPackageBackupDelegate=20.138380, FlushAsyncLoading=0.013061, FlushStreamingFunc=0.060648, BlockTillAllRequestsFinished=0.006530, ResetLoadersForSaveUnMarkAllObjects=0.125024, TagPackageExports=11.000350, BeginCacheForCookedPlatformData=0.005908, SerializeImports=12.378421, GatherLocalizableTextData=8.140009, MarkNames=0.078686, SerializeSummary=0.017107, SerializeNames=0.300743, SerializeGatherableTextData=0.088949, BuildExportMap=0.266533, SortExportsNonSeekfree=1.409177, SortExportsSeekfreeConstructor=0.010885, SortExportsSeekfreeInner=15.720825, SortExportsSeekfree=0.006843, BuildDependencyMap=0.089880, SerializeImportMap=0.023015, SerializeExportMap=0.056606, SerializeDependencyMap=0.013996, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.452718, SerializeExports=15.674796, SerializeBulkData=0.009328, MoveFile=17.682037, UnaccountedTime=1.670424, RunGuid=RunIDA5CE2E3842C133A45BD85997727A17A2
