CookerStat, GenerateAssetRegistry=0.041366, Initialize=2.720386, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_0, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=87.114876, FlushAsyncLoading=0.014618, FlushStreamingFunc=0.063445, BlockTillAllRequestsFinished=0.009019, ResetLoadersForSaveUnMarkAllObjects=0.152081, TagPackageExports=86.453369, BeginCacheForCookedPlatformData=0.006840, SerializeImports=94.547348, GatherLocalizableTextData=50.027493, MarkNames=0.296082, SerializeSummary=0.024568, SerializeNames=0.498857, SerializeGatherableTextData=0.390004, BuildExportMap=0.566032, SortExportsNonSeekfree=13.641119, SortExportsSeekfreeConstructor=0.105124, SortExportsSeekfreeInner=90.686493, SortExportsSeekfree=0.010263, BuildDependencyMap=2.246723, SerializeImportMap=0.030480, SerializeExportMap=0.335578, SerializeDependencyMap=0.096101, SerializeStringAssetReferenceMap=0.004355, SaveThumbNailsAssetRegistryDataWorldLevelInfo=19.005384, SerializeExports=113.158997, SerializeBulkData=0.031099, MoveFile=19.015335, UnaccountedTime=3.480490, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_11, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=44.631504, FlushAsyncLoading=0.005912, FlushStreamingFunc=0.089258, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.127200, TagPackageExports=84.472244, BeginCacheForCookedPlatformData=0.007156, SerializeImports=90.254501, GatherLocalizableTextData=49.491314, MarkNames=0.273999, SerializeSummary=0.018973, SerializeNames=0.505697, SerializeGatherableTextData=0.376008, BuildExportMap=0.528093, SortExportsNonSeekfree=13.145681, SortExportsSeekfreeConstructor=0.079621, SortExportsSeekfreeInner=88.980614, SortExportsSeekfree=0.009328, BuildDependencyMap=1.900572, SerializeImportMap=0.026125, SerializeExportMap=0.350505, SerializeDependencyMap=0.066869, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=16.264160, SerializeExports=109.438721, SerializeBulkData=0.011817, MoveFile=8.692362, UnaccountedTime=1.725160, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_12, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=44.178680, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.124402, BlockTillAllRequestsFinished=0.004977, ResetLoadersForSaveUnMarkAllObjects=0.143684, TagPackageExports=85.018059, BeginCacheForCookedPlatformData=0.007153, SerializeImports=92.222252, GatherLocalizableTextData=49.981777, MarkNames=0.273064, SerializeSummary=0.017107, SerializeNames=0.493880, SerializeGatherableTextData=0.398092, BuildExportMap=0.535555, SortExportsNonSeekfree=12.647137, SortExportsSeekfreeConstructor=0.080552, SortExportsSeekfreeInner=88.682671, SortExportsSeekfree=0.009019, BuildDependencyMap=2.320740, SerializeImportMap=0.027366, SerializeExportMap=0.339311, SerializeDependencyMap=0.066552, SerializeStringAssetReferenceMap=0.003733, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.733105, SerializeExports=110.727531, SerializeBulkData=0.011820, MoveFile=4.775215, UnaccountedTime=1.723606, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_13, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=43.612022, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.102323, BlockTillAllRequestsFinished=0.011194, ResetLoadersForSaveUnMarkAllObjects=0.132490, TagPackageExports=86.213577, BeginCacheForCookedPlatformData=0.006843, SerializeImports=91.857124, GatherLocalizableTextData=49.547916, MarkNames=0.259381, SerializeSummary=0.016794, SerializeNames=0.484861, SerializeGatherableTextData=0.370409, BuildExportMap=0.533693, SortExportsNonSeekfree=12.637805, SortExportsSeekfreeConstructor=0.070289, SortExportsSeekfreeInner=90.926590, SortExportsSeekfree=0.009019, BuildDependencyMap=2.449811, SerializeImportMap=0.027057, SerializeExportMap=0.353616, SerializeDependencyMap=0.063449, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.510109, SerializeExports=111.169792, SerializeBulkData=0.010885, MoveFile=4.656721, UnaccountedTime=0.398405, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_14, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Levels/OverworldLevel.umap, AutoPackageBackupDelegate=43.060917, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.089880, BlockTillAllRequestsFinished=0.004355, ResetLoadersForSaveUnMarkAllObjects=78.138565, TagPackageExports=9.997349, BeginCacheForCookedPlatformData=0.004668, SerializeImports=11.381645, GatherLocalizableTextData=13.770189, MarkNames=0.117250, SerializeSummary=0.018038, SerializeNames=0.566036, SerializeGatherableTextData=0.086147, BuildExportMap=0.415508, SortExportsNonSeekfree=1.705568, SortExportsSeekfreeConstructor=0.063132, SortExportsSeekfreeInner=30.010403, SortExportsSeekfree=0.008084, BuildDependencyMap=0.943288, SerializeImportMap=0.050694, SerializeExportMap=0.069045, SerializeDependencyMap=0.013374, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.919851, SerializeExports=15.387117, SerializeBulkData=2.506726, MoveFile=3.091108, UnaccountedTime=1.502167, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_15, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=48.406834, FlushAsyncLoading=0.013061, FlushStreamingFunc=0.105433, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=0.138085, TagPackageExports=85.889191, BeginCacheForCookedPlatformData=0.007465, SerializeImports=91.466499, GatherLocalizableTextData=49.527393, MarkNames=0.271823, SerializeSummary=0.017103, SerializeNames=0.488907, SerializeGatherableTextData=0.377875, BuildExportMap=0.532445, SortExportsNonSeekfree=12.798287, SortExportsSeekfreeConstructor=0.081174, SortExportsSeekfreeInner=92.237175, SortExportsSeekfree=0.009019, BuildDependencyMap=2.077535, SerializeImportMap=0.027679, SerializeExportMap=0.336822, SerializeDependencyMap=0.067178, SerializeStringAssetReferenceMap=0.003111, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.137521, SerializeExports=113.591919, SerializeBulkData=0.017416, MoveFile=4.440881, UnaccountedTime=1.885019, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_16, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Levels/OverworldLevel.umap, AutoPackageBackupDelegate=43.581543, FlushAsyncLoading=0.005912, FlushStreamingFunc=0.132486, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=77.535835, TagPackageExports=9.400215, BeginCacheForCookedPlatformData=0.005908, SerializeImports=12.206752, GatherLocalizableTextData=13.901122, MarkNames=0.113208, SerializeSummary=0.018347, SerializeNames=0.560436, SerializeGatherableTextData=0.083353, BuildExportMap=0.418615, SortExportsNonSeekfree=1.727026, SortExportsSeekfreeConstructor=0.067800, SortExportsSeekfreeInner=29.178764, SortExportsSeekfree=0.008397, BuildDependencyMap=1.752220, SerializeImportMap=0.065312, SerializeExportMap=0.069045, SerializeDependencyMap=0.013374, SerializeStringAssetReferenceMap=0.002176, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.067581, SerializeExports=15.200824, SerializeBulkData=3.411446, MoveFile=3.075868, UnaccountedTime=1.676023, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_17, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=44.661362, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.097346, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.130624, TagPackageExports=85.631371, BeginCacheForCookedPlatformData=0.007153, SerializeImports=92.349457, GatherLocalizableTextData=49.081093, MarkNames=0.260625, SerializeSummary=0.018664, SerializeNames=0.479572, SerializeGatherableTextData=0.385962, BuildExportMap=0.541463, SortExportsNonSeekfree=13.043984, SortExportsSeekfreeConstructor=0.075262, SortExportsSeekfreeInner=89.243103, SortExportsSeekfree=0.009019, BuildDependencyMap=1.283221, SerializeImportMap=0.027992, SerializeExportMap=0.348639, SerializeDependencyMap=0.065625, SerializeStringAssetReferenceMap=0.003111, SaveThumbNailsAssetRegistryDataWorldLevelInfo=7.841129, SerializeExports=113.005981, SerializeBulkData=0.012439, MoveFile=4.557513, UnaccountedTime=1.778342, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_18, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=56.802490, FlushAsyncLoading=0.012752, FlushStreamingFunc=0.080552, BlockTillAllRequestsFinished=0.006530, ResetLoadersForSaveUnMarkAllObjects=0.136845, TagPackageExports=82.668396, BeginCacheForCookedPlatformData=0.006843, SerializeImports=93.290253, GatherLocalizableTextData=50.702068, MarkNames=0.271510, SerializeSummary=0.019282, SerializeNames=0.490151, SerializeGatherableTextData=0.381295, BuildExportMap=0.546753, SortExportsNonSeekfree=13.125155, SortExportsSeekfreeConstructor=0.093304, SortExportsSeekfreeInner=89.052765, SortExportsSeekfree=0.009023, BuildDependencyMap=2.387296, SerializeImportMap=0.026748, SerializeExportMap=0.341795, SerializeDependencyMap=0.062823, SerializeStringAssetReferenceMap=0.002801, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.093357, SerializeExports=113.276245, SerializeBulkData=0.010885, MoveFile=4.439328, UnaccountedTime=1.820642, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_19, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Levels/OverworldLevel.umap, AutoPackageBackupDelegate=45.994968, FlushAsyncLoading=0.008706, FlushStreamingFunc=0.089258, BlockTillAllRequestsFinished=0.005912, ResetLoadersForSaveUnMarkAllObjects=78.899292, TagPackageExports=10.606613, BeginCacheForCookedPlatformData=0.004977, SerializeImports=11.653468, GatherLocalizableTextData=14.049161, MarkNames=0.113204, SerializeSummary=0.018042, SerializeNames=0.598688, SerializeGatherableTextData=0.079930, BuildExportMap=0.441011, SortExportsNonSeekfree=1.757193, SortExportsSeekfreeConstructor=0.064068, SortExportsSeekfreeInner=29.926739, SortExportsSeekfree=0.008706, BuildDependencyMap=1.865737, SerializeImportMap=0.057537, SerializeExportMap=0.066552, SerializeDependencyMap=0.013996, SerializeStringAssetReferenceMap=0.002176, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.060119, SerializeExports=15.709944, SerializeBulkData=2.581988, MoveFile=3.147092, UnaccountedTime=1.537621, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
SavePackageTransactionIdDA697B9B4671E8DE92B07384DA48D632_20, Filename=../../../../../../Users/Fahad/Desktop/MX2 Game Suite/GitHub Directory/project-1-mx2/ProjectOne/Content/Blueprints/MeleeDrawer_BP.uasset, AutoPackageBackupDelegate=44.839256, FlushAsyncLoading=0.005912, FlushStreamingFunc=0.063755, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.108540, TagPackageExports=83.455559, BeginCacheForCookedPlatformData=0.007775, SerializeImports=93.465973, GatherLocalizableTextData=49.133347, MarkNames=0.270888, SerializeSummary=0.017416, SerializeNames=0.489525, SerializeGatherableTextData=0.394981, BuildExportMap=0.541463, SortExportsNonSeekfree=13.210062, SortExportsSeekfreeConstructor=0.079308, SortExportsSeekfreeInner=92.480080, SortExportsSeekfree=0.009019, BuildDependencyMap=2.113607, SerializeImportMap=0.027057, SerializeExportMap=0.353925, SerializeDependencyMap=0.071842, SerializeStringAssetReferenceMap=0.003420, SaveThumbNailsAssetRegistryDataWorldLevelInfo=8.446977, SerializeExports=112.384277, SerializeBulkData=0.011198, MoveFile=4.627489, UnaccountedTime=1.753774, RunGuid=RunIDBD26A73840258095964A4089D14E83AD
